idcvlac,nombre,fecha
0000456594,"Tarde de los mejores: Docente Mejor evaluada de asignaturas teóricas en el programa de fisioterapia, periodo acaémico 2019-II,UNIVERSIDAD DEL CAUCA",Diciembrede 2020
0000456594,"Certificado de Reconocimiento, del grupo eprafi, como subgrupo de la WCPT-IPPTA,UNIVERSIDAD DEL CAUCA",Febrerode 2021
0000456594,"Reconocimiento como investigadora Junior en la tarde de los mejores del programa de fisioterapia,UNIVERSIDAD DEL CAUCA",Diciembrede 2020
0000456594,"Trayectoria investigativa, calidad de producción y excelencia científica y por su clasificación como investigador junior ,UNIVERSIDAD DEL CAUCA",Noviembrede 2019
0000456594,"MOCIÓN DE FELICITACIÓN por la clasificación en el AD Scientific Index 2021,UNIVERSIDAD DEL CAUCA",Octubrede 2021
0000456594,"MOCIÓN DE FELICITACIÓN Y AGRADECIMIENTO,UNIVERSIDAD DEL CAUCA",Noviembrede 2020
0000501484,"Reconocimiento por la labor investigativa,Fundación Universitaria Maria Cano",de 2007
0000501484,"Reconocimiento por la labor investigativa,Fundación Universitaria Maria Cano",de 2004
0000501484,"Excelente calidad académica, científica, administrativa de la educación y por l participación en el programa de movilidad administrativa nacional,Universidad Mariana - Unimar",Marzode 2021
0000100022,"por su esfuerzo, dedicación y compromiso al servicio de esta noble profesión. Agradecen por la contribución, entrega, responsabilidad y amor con la que trabaja diariamente para formar y educar nuevos profesionales al servicio de la sociedad.,UNIVERSIDAD DEL CAUCA",Noviembrede 2019
0000348066,"Medalla de Excelencia,BACHILLERATO FEMENINO 'SAN AGUTIN'",de 1996
0000348066,"Premio mejor trabajo oral. XVI Congreso Argentino de Cancerología. 9 Encuentro de Sociedades de Cancerología de América del Sur,Sociedades de Cancerología de América del Sur",Agostode 2014
0000348066,"Becario Jóven Investigador,Ministerio de Ciencia, Tecnología e Innovación",de 2004
0000348066,"Reconocimiento Institucional al Grupo de Investigación en Genética Humana Aplicada (GIGHA),UNIVERSIDAD DEL CAUCA",de 2005
0000348066,"Reconocimiento Institucional al Grupo de Investigación en Genética Humana Aplicada (GIGHA), reconocido en la VI Convocatoria a Grupos Colombianos de Investigación Científica y Tecnológica de Colcienci,UNIVERSIDAD DEL CAUCA",de 2004
0000348066,"Premio mejor presentación modalidad poster Primera Jornada de Investigación Formativa en Fisioterapia,UNIVERSIDAD DEL CAUCA",Juniode 2018
0000348066,"Reconocimiento por parte de la Decanatura de la Facultad de Ciencias de la Salud de la Universidad del Cauca,UNIVERSIDAD DEL CAUCA",Juniode 2018
0000233013,"Tesis distinguida. Doctorado en Estudios Culturales Latinoamericanos,UNIVERSIDAD ANDINA SIMÓN BOLIVAR",Juliode 2011
0000233013,"Medalla al mérito ""Carlos Velasco y Alvaro Paz"",Concejo Municipal de Cajibío Cauca",Noviembrede 2013
0000233013,"Reconocimiento por virtudes y capacidades en el arte de las letras y el saber,Alcaldía municipal Cajibío Cauca Colombia",Enerode 2003
0000233013,"Exalumno distinguido,Facultad Ciencias Contables, Económicas y Administrativas - Universidad del Ca",Enerode 2002
0000233013,"Reconocimiento por la trayectoria investigativa, calidad de producción y excelencia científica y clasificación como investigador Asociado COLCIENCIAS 2017,UNIVERSIDAD DEL CAUCA",Juniode 2018
0000233013,"Reconocimiento categoría Docente destacado en investigación,UNIVERSIDAD DEL CAUCA",Noviembrede 2017
0000233013,"Reconocimiento por la significativa labor en favor de la investigación,UNIVERSIDAD DEL CAUCA",Marzode 2017
0000233013,"Reconocimiento pùblico por labor como director de grupo de investigaciòn ,UNIVERSIDAD DEL CAUCA",Octubrede 2019
0000233013,"Reconocimiento por sus aportes a la misión institucional en Investigación,UNIVERSIDAD DEL CAUCA",Diciembrede 2022
0000233013,"Reconocimiento por el preminente grado académico de Doctorado en Estudios Culturales Latinoamericanos,UNIVERSIDAD DEL CAUCA",Octubrede 2017
0000233013,"Reconocimiento por avances grupo investigación Contabilidad, sociedad y desarrollo. A COLCIENCIAS,UNIVERSIDAD DEL CAUCA",Diciembrede 2019
0000233013,"Por trayectoria investigativa, calidad de producción y excelencia científica y por su clasificación como Investigador Asociado I Minciencias 2021,UNIVERSIDAD DEL CAUCA",Agostode 2022
0000233013,"Reconocimiento por la trayectoria investigativa, calidad de produccióny excelencia científica y por clasificación como investigador Asociado I COLCIENCIAS 2018,UNIVERSIDAD DEL CAUCA",Noviembrede 2019
0000397385,"Mención Honorífica,Red Colombiana de Facultades de Contaduría",de 2002
0000397385,"Exaltación a la labor investigativa,Universidad Pedagógica Y Tecnológica De Colombia - Uptc - Sede Tunja",Octubrede 2016
0000397385,Mención de Honor Simposio Nacional de Investigación Contable y Docencia,Juniode 2008
0000397385,"Mención Honorifica Tesis maestria Problemas Políticos LA,UNIVERSIDAD DEL CAUCA",de 1998
0000524840,"Investigador del Mes de Septiembre ,UNIVERSIDAD DEL CAUCA",Septiembrede 2015
0000664170,"Reconocimiento y valoración al trabajo académico.,UNIVERSIDAD DEL CAUCA",Abrilde 2002
0000664170,"Mención de felicitación académica.,UNIVERSIDAD DEL CAUCA",Marzode 2004
0000664170,"Exaltación al trabajo académico e investigativo.,UNIVERSIDAD DEL CAUCA",Noviembrede 2005
0000664170,"Mención Andres Bello Categoria Municipal.,Instituto Colombiano para la Evaluación de la Educación",Juliode 1998
0000664170,"Primer Lugar Segundo Encuentro Regional Ensayo Contable.,UNIVERSIDAD DE ANTIOQUIA",de 2005
0000667021,"Premio de Investigación ARTURO DIAZ ALONSO,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO",Octubrede 2015
0000667021,"Reconocimiento de Ponencia en el Área de Etica y Organizaciones,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO",Octubrede 2015
0000667021,"Ponencia ganadora,UNIVERSIDAD EXTERNADO DE COLOMBIA",Noviembrede 2013
0000667021,"RECONOCIMIENTO DE PONENCIA EN EL AREA DE CONTABILIDAD,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO",Octubrede 2012
0000667021,"CAMPEONATO DE AJEDREZ,UNIVERSIDAD DEL CAUCA",de 2005
0000667021,"CAMPEON TORNEO DE AJEDREZ,UNIVERSIDAD DEL CAUCA",de 2006
0001593564,"2° Lugar Docentes Suroccidente Colombiano Concurso Bolsa Millonaria - Bolsa de Valores de Colombia,FUNDACION UNIVERSITARIA DE POPAYAN",Octubrede 2017
0001593564,"Beca Rendimiento Academico,UNIVERSIDAD DEL CAUCA",Agostode 2009
0001453479,"Mejor promedio de la promoción 2006 en el programa de Administración de Empresas,UNIVERSIDAD DEL CAUCA",Enerode 2019
0001453479,"Mejor promedio de la promoción 2012 en el programa de Maestría en Estudios Interdisciplinarios del Desarrollo,UNIVERSIDAD DEL CAUCA",Enerode 2019
0001453479,"Reconocimiento por logros a nivel profesional - Nominado en la categoría ""Académico- Investigativo"". Programa de Administración de Empresas,UNIVERSIDAD DEL CAUCA",Mayode 2016
0001453479,"Trabajo de Grado de Maestria reconocido con Mención Honorífica.  Maestría en Estudios Interdisciplinarios del Desarrollo,UNIVERSIDAD DEL CAUCA",Abrilde 2016
0001453479,"Reconocimiento por mejor pruebas saber pro 2011 ¿ II, Administración de empresas ¿ Universidad del Cauca,UNIVERSIDAD DEL CAUCA",Octubrede 2013
0001453479,"Becario para estudios de maestría por mejor promedio de la promoción 2006 en el programa de Administración de Empresas de la Universidad del Cauca,UNIVERSIDAD DEL CAUCA",Juliode 2012
0001453479,"matricula de honor primer puesto cuarto semestre,UNIVERSIDAD DEL CAUCA",Diciembrede 2007
0001453479,"matricula de honor primer puesto quinto semestre,UNIVERSIDAD DEL CAUCA",Juniode 2008
0001453479,"matricula de honor primer puesto septimo semestre,UNIVERSIDAD DEL CAUCA",Juniode 2009
0001453479,"matricula de honor primer puesto sexto semestre,UNIVERSIDAD DEL CAUCA",Diciembrede 2008
0001453479,"matricula de honor primer puesto octavo semestre,UNIVERSIDAD DEL CAUCA",Diciembrede 2009
0001453479,"matricula de honor primer puesto novenosemestre,UNIVERSIDAD DEL CAUCA",Juniode 2010
0001453479,"matricula de honor primer puesto decimo semestre,UNIVERSIDAD DEL CAUCA",Diciembrede 2010
0001453479,"Beneficiario del convenio Colfuturo ¿ Fundación Women¿s World Banking (FWWB),Colfuturo",Septiembrede 2019
0001453479,"Beneficiario del Programa Crédito Beca 2020 de Colfuturo,Colfuturo",Mayode 2020
0001453479,"Beneficiario de la beca Fulbright Minciencias ,Fulbright Colombia y  el Departamento de Estado de Estados unidos",Agostode 2022
0001453479,"Grado cum laude programa de maestría Cultural Anthropology: Sustainable Citizenship ,Utrecht University",Juliode 2022
0001453479,"Mención de honor,UNIVERSIDAD DEL CAUCA",Diciembrede 2019
0001453479,"Seleccionado como integrante del Semillero de Talentos de Colfuturo,Colfuturo",Juliode 2019
0000232947,"Beca completa para estudios  de Doctorado en Administracion ,UNIVERSIDAD ANDINA SIMÓN BOLIVAR",Mayode 2007
0000232947,"Egresado distinguido 30 de la facultad de Ciencias contables, economicas y administrativa Unicauca,UNIVERSIDAD DEL CAUCA",de 2002
0000076149,"MEDALLA UNIVERSIDAD DEL CAUCA-MODALIDAD FRANCISCO DE PAULA SANTANDER,UNIVERSIDAD DEL CAUCA",Diciembrede 2013
0000076149,"MEJOR PROMEDIO FACULTAD DE CIENCIAS CONTABLES ECONOMICAS Y ADMINISTRATIVAS 2011,UNIVERSIDAD DEL CAUCA",Noviembrede 2011
0000338311,"Trabajo con mención de honor,UNIVERSIDAD DEL CAUCA",Juniode 2012
0000338311,"Beca para la Investigación cultural,Fondo mixto de Cultura del cauca - Mincultura",de 1997
0000338311,"Alfonso Bonilla Aragón,GOBERNACIÓN DEL VALLE DEL CAUCA",de 1998
0000340405,"Finalista V Certamen de Relato Corto Booket,Editorial Booket Planeta",de 2007
0000340405,"Tercer Lugar - Decimocuarto Concurso Nacional de Cuentos ""Ciudad de Barrancabermeja"",Alcaldia Muncipal de Barrancabermeja",de 2000
0000340405,"Finalista - Concurso de Cuento sobre el domingo,Periódico El Espectador - Editorial Planeta",de 2002
0000340405,"Mención de Honor - Primer Concurso Departamental de Cuento ""Rafael Maya"",Revista de Poesía Ophelia - Fondo Mixto de Cultura del Cauca",de 1997
0000340405,"Ganador Primer Concurso de Cuento Radio Universidad del Cauca,UNIVERSIDAD DEL CAUCA",de 2000
0000340405,Primer Premio en la Segunda Convocatoria Nacional de Novela Breve Cuadernos Negros - El Magazín de El Espectador 2020,Agostode 2020
0001481217,"Excelencia Académica,Universidad de las Regiones Autónomas de la Costa Caribe Nicaragüense",Juliode 2016
0001499134,"Finalista en ""Segundo concurso Nacional de Cuento"",Corporación Universitaria De La Costa",Septiembrede 2000
0001499134,"Finalista en ""Primer concurso de cuento Radio Universidad del Cauca"",UNIVERSIDAD DEL CAUCA",Enerode 2000
0001499134,"Primer lugar en el ""Concurso de Narraciones Breves"".,UNIVERSIDAD DEL CAUCA",Noviembrede 2000
0001499134,"Primer lugar en el ""Concurso Regional de Cultura - Modalidad Cuento"".,Ministerio De Cultura De Colombia",Juliode 2000
0001499134,"Cum Laude Tesis Doctoral,Universidad Alcalá De Henares",Enerode 2019
0001372248,"Beca de estudios de maestría,UNIVERSIDAD ANDINA SIMÓN BOLIVAR",Octubrede 2009
0001372248,"Beca pasantía,Ministerio De Cultura De Colombia",Octubrede 2010
0001372248,"Beca nacional de investigación en música,Ministerio De Cultura De Colombia",Octubrede 2009
0001372248,"Mención de honor trabajo de grado,UNIVERSIDAD DEL CAUCA",Marzode 2009
0001372248,"Suplente en convocatoria ¿Reconocimiento en música para productos de investigación finalizada 2016,Ministerio De Cultura De Colombia",Agostode 2016
0001882138,"Líder en gestión Ambiental de la Region,Corporación Autónoma Regional del Cauca",Agostode 2017
0001506032,"Becario Programa Alianzas para la Educación y la Capacitación OEA-GCUB 2012,Organización de Estados Americanos-Grupo COIMBRA de Universidades Brasilera",Diciembrede 2012
0001997118,"Distinción Académica Grado de Honor ,FUNDACION UNIVERSITARIA DE POPAYAN",Septiembrede 2016
0001544725,"NIVEL AVANZADO- ORIENTAR PROCESOS FORMATIVOS PRESENCIALES CON BASE EN LOS PLANES DE FORMACIÓN CONCENTRADOS,SERVICIO NACIONAL DE APRENDIZAJE SENA",Noviembrede 2017
0001544725,Agradecimiento por exposición en akhulli debate,Septiembrede 2006
0001544725,"BECA DE INVESTIGACIÓN SOBRE AREAS PROTEGIDAS,Universidad de Buenos Aires",Juniode 1999
0001544725,"RECONOCIMIENTO AL MERITO ""GALARDON CHACALTAYA DE ORO"",ASAMBLEA LEGISLATIVA PLURINACIONAL DE BOLIVIA",Agostode 2016
0001431853,"MEJOR INSTRUCTOR ,Servicio Nacional De Aprendizaje Sede Popayan",Juniode 2013
0001431853,"EGRESADO DESTACADO,FUNDACION UNIVERSITARIA DE POPAYAN",Agostode 2018
0001431853,"Egresado destacado ,FUNDACION UNIVERSITARIA DE POPAYAN",Mayode 2018
0000557404,"VEINTICINCO AÑOS DE SERVICIO, DEDICACIÓN, COMPROMISO Y ENTREGA.,Servicio Nacional De Aprendizaje Sena Regional Atlantico",Juniode 2017
0000557404,TREINTA AÑOS DE SERVICIO AL SENA,Juniode 2022
0000070076,"Teses aprobada con distinción y Louvor,Universidad de Tras-os-Montes y Alto Douro",Febrerode 2007
0000070076,"Tesis Laureada,FUNDACIÓN UNIVERSIDAD DEL NORTE",Juliode 2017
0000012696,"Botón Calibio,Gimnasio Calibio",de 1992
0001382816,"Mención de honor,CORPORACIÓN UNIVERSITARIA AUTÓNOMA DEL CAUCA",Juliode 2016
0000122886,"Reconocimiento al reto en innovación educativa,Seminario Internacional de Innovaciones Educativas y MOOC",Octubrede 2018
0000122886,"Felicitación por trabajo de tesis Maestría en educación,UNIVERSIDAD DEL CAUCA",Noviembrede 2019
0001381159,"PROYECTO EN CURSO QUE PASA AL EVENTO NACIONAL DE SEMILLEROS DE INVESTIGACIÓN RED COLSIN AÑO 2018,Fundacion Red Colombiana de Semilleros de Investigacion RedColsi - Nodo Bogota",Juniode 2018
0001381159,"PROYECTO TERMINADO QUE PASA AL EVENTO NACIONAL DE SEMILLEROS DE INVESTIGACIÓN RED COLSI,Fundacion Red Colombiana de Semilleros de Investigacion RedColsi - Nodo Bogota",Mayode 2019
0001381159,"MENTOR SEMILLERO DE INVESTIGACIÓN EN-ACCIÓN ,UNIVERSIDAD DEL CAUCA",Noviembrede 2017
0001381159,"MENCIÓN HONORÍFICA,UNIVERSIDAD DEL CAUCA",Febrerode 2018
0000524999,"ayuda a tesis doctorales,Caja Madrid",de 1989
0000524999,"Mobility training seminar,Consello de Europa",de 1992
0000524999,"Proyecto de investigación Unicauca/Vri,UNIVERSIDAD DEL CAUCA",Juniode 2010
0000524999,"Encuentros de investigadores,Univerisdade de São Paulo",de 1997
0000524999,"Estadía curta en centro de investigación,Universidad de la Coruña - España",de 1997
0000524999,"Cátedra Manuel Sérgio,UNIVERSIDADE CATÓLICA PORTUGUESA",Diciembrede 2020
0000248827,"SEGUNDO PUESTO EN TRABAJOS DE INVESTIGACION,Sociedad Colombiana de Medicina Fisica y Rehailitación",de 1993
0000248827,"Distinción Hipocrática,UNIVERSIDAD DEL CAUCA",Diciembrede 2013
0000228990,"Reconocimiento al trabajo en pro de la protección de los recursos naturales,Instituto de Investigaciones Ecológicas y Energéticas ICECOL Barranquilla",de 1994
0000228990,"Premio Nacional al Mejor Trabajo en el área de sistemática, estructura y función animal,Asociación Colombiana De Ciencias Biológicas - A.C.C.B",de 1989
0000228990,"Premio Nacional al mejor trabajo en el área sistemática, estructura y función animal,Asociación Colombiana De Ciencias Biológicas - A.C.C.B",de 1991
0000228990,"Premio Nacional al mejor trabajo en el área de Ecología,Asociación Colombiana De Ciencias Biológicas - A.C.C.B",de 1994
0000877727,"PERGAMINO DE HONOR ,INSTITUCION UNIVERSITARIA LOS LIBERTADORES",Octubrede 2007
0000877727,"DIPLOMA ,UNIVERSIDAD DEL CAUCA",Diciembrede 2010
0000877727,"DIPLOMA DE RECONOCIMIENTO: INSIGNIA DE MADERA EN PROGRAMA DE JÓVENES ,Asociacion Scout De Colombia",Febrerode 2009
0000859591,"MENCION MERITORIA,Universidad De Manizales - Umanizales",Noviembrede 2014
0000011410,"Don W. Micks Award,The University ot Texas Medical Branch",de 1999
0000011410,"Beca para realizar estudios de doctorado en USA,Colciencias-Fulbright-Laspau",de 1996
0000011410,"Student Travel Award,Environmental Mutagen Society",de 2001
0000011410,"Francois Quesney,ASOCIACION COLOMBIANA DE MEDICINA",de 1996
0000011410,"Shizouka Travel Award,International Conference on Environmental Mutagens",de 2001
0000011410,"Beca para realizar curso Patogénesis Viral,International Centre for Genetic Engineering and Biotechnology - ICGEB",de 2002
0000011410,"Lewis A. Taylor Award,LASPAU",de 1999
0000011410,"Recnocimiento a la Labor Científica,Oncosalud",Noviembrede 2018
0000011410,"Student Travel Award,Environmental Mutagen Society",de 2000
0000011410,"Student Travel Award,Environmental Mutagen Society",de 1998
0000011410,"Jonas Rundquist - Liderazgo en las Alianzas por la Innovación,UNIVERSIDAD DEL CAUCA",Septiembrede 2015
0000011410,"Premio BIOS 2015,UNIVERSIDAD DEL CAUCA",Marzode 2015
0000011410,"Tesis Meritoria,UNIVERSIDAD DE CAMBRIDGE",Juniode 2008
0000011410,"Empresa Innovadora del Año,ASOCIACION DE LAS MICRO PEQUEÑAS Y MEDIANAS EMPRESAS",Noviembrede 2012
0000011410,"Eracol Program - Visiting Professor,Erasmus Universiteit Rotterdam",Juliode 2010
0000011410,"Premio Mejor Trabajo Oral,Federación de Sociedades de Cancerología de América del Sur",Agostode 2014
0001352819,"Becario Joven Investigador Colciencias ,Ministerio de Ciencia, Tecnología e Innovación",Enerode 2011
0000489018,"Distinción Galenus - Mejor Docente Médico De la Facultad de Ciencias de la Salud,UNIVERSIDAD DEL CAUCA",Diciembrede 2014
0000489018,"Presidente de la Sociedad Colombiana de Patología SOCOPAT,Sociedad Colombiana De Patologia",Noviembrede 2004
0000061344,"Becas Francisco de Paula santander:Segundo semestre de 1993,Fondo Colcultura ICETEX",de 1993
