idcvlac,nombre,fecha
0000188530,"Beca otorgada por la UNESCO para la participación del evento académico en el ""International Center of Theorical Physics, ICTP"", Trieste, Italia,Unesco: Organización De Las Naciones Unidas Para La Educación, La Ciencia Y",Enerode 2006
0000188530,"Matrícula Sobresaliente,UNIVERSIDAD DE ANTIOQUIA",Juliode 1994
0000188530,"Matrícula Sobresaliente,UNIVERSIDAD DE ANTIOQUIA",Juliode 1995
0000188530,"Beca otorgada por la CAPES, Brasil para la participación de evento académico en la ""Universidade Federal do Paraná"", Curitiva, Brasil.,Capes",Febrerode 2009
0000188530,"Matrícula Sobresaliente,UNIVERSIDAD DE ANTIOQUIA",Diciembrede 1995
0000188530,"Beca otorgada por Centre de Recherches Mathématiques (CRM) de Montreal, Canadá, para la participación del Mathematical Congress of the Americas MCA 2017, Montreal, Canadá",Juliode 2017
0000188530,"Matrícula Sobresaliente,UNIVERSIDAD DE ANTIOQUIA",Diciembrede 1992
0000188530,"Mencion Especial,UNIVERSIDAD DE ANTIOQUIA",Diciembrede 2007
0000188530,"Mencion Especial,UNIVERSIDAD DE ANTIOQUIA",Diciembrede 2011
0000188530,"Tesis Meritoria,UNIVERSIDAD DE ANTIOQUIA",Marzode 2020
0000188530,"Tesis Meritoria,UNIVERSIDAD DE ANTIOQUIA",Juniode 2010
0000188530,"MAGNA CUM LAUDE ,UNIVERSIDAD DE ANTIOQUIA",Marzode 2020
0000188530,"CUM LAUDE,UNIVERSIDAD DE ANTIOQUIA",Agostode 2019
0000188530,"CUN LAUDE,UNIVERSIDAD DE ANTIOQUIA",Agostode 2019
0001643838,"Porfesor Titular,ESCUELA COLOMBIANA DE INGENIERIA JULIO GARAVITO",Septiembrede 2016
0001643838,"Becaria de maestria, otorgada por ""Coordenação de aperfeiçoamento de pessoal de nivel superior, CAPES"", Brasil",Marzode 2012
0001643838,"SUMA CUME LAUDE,UNIVERSIDAD DE ANTIOQUIA",Septiembrede 2021
0001643838,"Mención de honor, Premio Shizu y Yu Takeuchi,Academia Colombiana De Ciencias Exactas, Físicas Y Naturales - Accefyn",Marzode 2023
0001787051,Rafael C. S. Schouery,Enerode 2016
0001787051,Cristina Gomes Fernandes,Enerode 2016
0001787051,Carlos Eduardo Ferreira,Enerode 2016
0001587946,"Matrícula de Honor,UNIVERSIDAD DE ANTIOQUIA",Juniode 2008
0001587946,"Matrícula de Honor,UNIVERSIDAD DE ANTIOQUIA",Diciembrede 2008
0001587946,"Mejor graduado de la licenciatura en matemáticas y física en el año 2012,UNIVERSIDAD DE ANTIOQUIA",Juniode 2012
0001587946,"Matrícula de Honor,UNIVERSIDAD DE ANTIOQUIA",Diciembrede 2009
0001587946,"Matrícula de Honor,UNIVERSIDAD DE ANTIOQUIA",Juniode 2009
0001587946,"Matrícula de Honor,UNIVERSIDAD DE ANTIOQUIA",Diciembrede 2002
0001587946,"Beca de posgrado ""Estudiante Instructor"",UNIVERSIDAD DE ANTIOQUIA",Febrerode 2013
0001587946,"Distinción CUM LAUDE a la tesis doctoral,UNIVERSIDAD DE ANTIOQUIA",Agostode 2019
0001322168,"Trabajo de grado Meritorio,UNIVERSIDAD DEL VALLE",Juniode 2004
0001322168,"Trabajo de grado Laureado,UNIVERSIDAD DEL VALLE - SEDE CALI",Juliode 2019
0001322168,"Tesis de Doctorado Laureada,UNIVERSIDAD DEL VALLE",Juliode 2015
0001322168,Segudo puesto en pruebas Icfes-Municipio de Dagua (Valle),Marzode 1996
0001322168,"Trabajo de grado Meritorio,UNIVERSIDAD DEL VALLE - SEDE CALI",Febrerode 2020
0001406347,"Trabajo de Grado Meritorio,UNIVERSIDAD DE NARIÑO",Marzode 2018
0001406347,"Trabajo de Grado Laureado,UNIVERSIDAD DE NARIÑO",Marzode 2018
0001406347,"Trabajo de Grado Laureado,UNIVERSIDAD DE NARIÑO",Mayode 2017
0001406347,"Tabajo de Grado Meritorio,UNIVERSIDAD DE NARIÑO",Febrerode 2021
0000076364,"Beca trabajo,UNIVERSIDAD DEL CAUCA",Febrerode 2016
0000076364,"Matricula de Honor,UNIVERSIDAD DEL CAUCA",Agostode 2014
0000076364,Beca de Excelencia Doctoral del Bicentenario,Enerode 2020
0000076364,"Mención Honorífica,UNIVERSIDAD DEL CAUCA",Marzode 2023
0000076364,"Medalla Universidad del Cauca,UNIVERSIDAD DEL CAUCA",Marzode 2023
0001601903,"Matrícula de Honor ,UNIVERSIDAD DEL CAUCA",Agostode 2010
0001601903,"Matrícula de Honor ,UNIVERSIDAD DEL CAUCA",Agostode 2013
0001601903,"Matrícula de Honor ,UNIVERSIDAD DEL CAUCA",Marzode 2012
0001601903,"Matrícula de Honor,UNIVERSIDAD DEL CAUCA",Agostode 2011
0000023061,"Mejor Icfes 2010,Institucion Educativa CamiloTorres",Diciembrede 2010
0000023061,"Egresado Distinguido,UNIVERSIDAD DE NARIÑO",Abrilde 2016
0000023061,"Grado de honor,UNIVERSIDAD DE NARIÑO",Abrilde 2016
0000069841,"Excelencia Docente,UNIVERSIDAD DE ANTIOQUIA",de 2000
0001638051,"Egresado Distinguido,UNIVERSIDAD DE NARIÑO",Diciembrede 2013
0001638051,"BECA TRABAJO,UNIVERSIDAD DEL CAUCA",Agostode 2015
0001638051,"MATRICULA DE HONOR,UNIVERSIDAD DE NARIÑO",Marzode 2012
0001638051,"MATRICULA DE HONOR,UNIVERSIDAD DE NARIÑO",Septiembrede 2012
0001638051,"BECA TRABAJO,UNIVERSIDAD DEL CAUCA",Febrerode 2015
0001638051,"MATRICULA DE HONOR,UNIVERSIDAD DE NARIÑO",Septiembrede 2009
0001638051,"BECA TRABAJO,UNIVERSIDAD DEL CAUCA",Agostode 2014
0001638051,"MATRICULA DE HONOR,UNIVERSIDAD DE NARIÑO",Marzode 2010
0001638051,"MATRICULA DE HONOR,UNIVERSIDAD DE NARIÑO",Septiembrede 2010
0001638051,"MATRICULA DE HONOR,UNIVERSIDAD DE NARIÑO",Marzode 2013
0001638051,"Matricula de Honor,UNIVERSIDAD DE NARIÑO",Juniode 2013
0001638051,"Medalla Universidad del Cauca,UNIVERSIDAD DEL CAUCA",Agostode 2018
0001638051,"Medalla Universidad del Cauca,UNIVERSIDAD DEL CAUCA",Juniode 2023
0001463753,"Beca trabajo,UNIVERSIDAD DEL CAUCA",Agostode 2017
0001463753,"Beca trabajo,UNIVERSIDAD DEL CAUCA",Juliode 2016
0001463753,"Beca trabajo ,UNIVERSIDAD DEL CAUCA",Marzode 2017
0000001028,"Tesis - Mención Honorifica,PONTIFICIA UNIVERSIDAD JAVERIANA - PUJ - SEDE CALI",Noviembrede 2018
0000001028,"Media matricula de honor,UNIVERSIDAD DEL CAUCA",Febrerode 2014
0000001028,"Media matricula de honor,UNIVERSIDAD DEL CAUCA",Juliode 2007
0001444542,"Mejor Trabajo de Sofware ,IET Ciudad de Ibagué",Noviembrede 2004
0001444542,"Beca estudiantil Tipo A,UNIVERSIDAD DEL TOLIMA",Febrerode 2006
0001444542,"Beca estudiantil Tipo A,UNIVERSIDAD DEL TOLIMA",Juliode 2006
0001171674,"Premio: Docente destacado 2016,SECRETARIA  DE EDUCACION MUNICIPAL DE POPAYAN",Noviembrede 2016
0001171674,"Premio: Profesor destacado,CORPORACIÓN  UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA",Mayode 2019
0001133721,"Mención de honor-primer puesto,INSTITUTO TECNICO INDUSTRIAL POPAYAN",Juliode 1995
0001133721,Tesis Meritoria,Septiembrede 2018
0001133721,"Becario del Programa Francisco José de Caldas. Modalidad Doctorado en el exterior; convocatoria 497 ,Ministerio de Ciencia, Tecnología e Innovación",Octubrede 2009
0001133721,"Mención de honor - primer puesto ,UNIVERSIDAD DEL CAUCA",Agostode 1999
0001133721,"Mención de honor - primer puesto ,UNIVERSIDAD DEL CAUCA",Agostode 2000
0001133721,"Mención de honor - primer puesto ,UNIVERSIDAD DEL CAUCA",Agostode 1996
0001133721,"Mención de honor - primer puesto ,UNIVERSIDAD DEL CAUCA",Agostode 1998
0001133721,"Mención de honor - primer puesto ,UNIVERSIDAD DEL CAUCA",Agostode 1997
0001336389,"Asistente de docencia,UNIVERSIDAD DEL VALLE - SEDE CALI",Agostode 2009
0001336389,"Asistente de docencia,UNIVERSIDAD DEL VALLE - SEDE CALI",Agostode 2017
0001336389,"Asistente de docencia,UNIVERSIDAD DEL VALLE - SEDE CALI",Febrerode 2018
0001336389,"Asistente de docencia,UNIVERSIDAD DEL VALLE - SEDE CALI",Agostode 2019
0001336389,"Asistente de docencia,UNIVERSIDAD DEL VALLE - SEDE CALI",Agostode 2018
0001336389,"Asistente de docencia,UNIVERSIDAD DEL VALLE - SEDE CALI",Febrerode 2009
0001336389,"Asistente de docencia,UNIVERSIDAD DEL VALLE - SEDE CALI",Febrerode 2019
0001336389,"Asistente de docencia,UNIVERSIDAD DEL VALLE - SEDE CALI",Agostode 2008
0001336389,"Asistente de docencia,UNIVERSIDAD DEL VALLE - SEDE CALI",Febrerode 2020
0001336389,"Asistente de docencia,UNIVERSIDAD DEL VALLE - SEDE CALI",Febrerode 2010
0001584177,"Beca para participar de la Escuela de Matemáticas de América Latina y el Caribe, EMALCA-Colombia, Universidad de Antioquia  Medellín-Colombia, 2017",Juniode 2016
0001584177,"Primer lugar en Olimpiadas matemáticas internas, Institución educativa José de la vega",Marzode 2013
0001584177,"Cum laude en Tesis de Maestría en Matemáticas,UNIVERSIDAD DE ANTIOQUIA",Diciembrede 2020
0000313947,"Estudiante Instructor,UNIVERSIDAD DE ANTIOQUIA",Febrerode 2004
0000313947,"Distinción Andrés Bello,Ministerio De Educación De Cuba",Juliode 1997
0000313947,"Universitarios Destacados 2003,UNIVERSIDAD DEL CAUCA",Diciembrede 2003
0001625568,"Matricula de Honor,UNIVERSIDAD DEL CAUCA",Febrerode 2013
0001625568,"Matricula de Honor,UNIVERSIDAD DEL CAUCA",Agostode 2012
0001625568,"Media Matricula de Honor,UNIVERSIDAD DEL CAUCA",Febrerode 2011
0001625568,"Matricula de Honor,UNIVERSIDAD DEL CAUCA",Agostode 2014
0001625568,"Matricula de Honor,UNIVERSIDAD DEL CAUCA",Agostode 2013
0001625568,"Mención de Honor (Tesis),UNIVERSIDAD DEL CAUCA",Septiembrede 2018
0002056828,"CERTIFICADO DE RECONOCIMIENTO EN MATEMATICAS ,Institución Educativa Técnico Industrial Popayán",Septiembrede 2016
0000026381,"Egresado Distinguido,UNIVERSIDAD DE NARIÑO",Abrilde 2018
0000026381,"Grado de Honor,UNIVERSIDAD DE NARIÑO",Abrilde 2018
0001158368,"Beca Trabajo,UNIVERSIDAD DEL CAUCA",Juliode 2016
0001158368,"EGRESADO DISTINGUIDO,UNIVERSIDAD DE NARIÑO",Septiembrede 2009
0001158368,"Beca Trabajo,UNIVERSIDAD DEL CAUCA",Juliode 2015
0001158368,"Matriicula de Honor,UNIVERSIDAD DE NARIÑO",Juniode 2007
0001158368,"PROMEDIO MAS ALTO DEL PROGRAMA,UNIVERSIDAD DE NARIÑO",Noviembrede 2007
0001158368,"Matricula de Honor,UNIVERSIDAD DE NARIÑO",Diciembrede 2007
0001158368,"Matricula de Honor,UNIVERSIDAD DE NARIÑO",Diciembrede 2005
0001158368,"Matricula de Honor,UNIVERSIDAD DE NARIÑO",Juniode 2006
0001158368,"Matricula de Honor,UNIVERSIDAD DE NARIÑO",Juniode 2005
0001158368,"Matricula de Honor,UNIVERSIDAD DE NARIÑO",Juniode 2008
0001158368,"BECARIO DOCTORAL DE COLCIENCIAS ,COLCIENCIAS / EcosNord",Enerode 2017
0001158368,"JOVEN INVESTIGADOR,COLCIENCIAS / EcosNord",Enerode 2016
0001966095,"Matrícula de Honor,UNIVERSIDAD DEL CAUCA",Juniode 2016
0001966095,"Media Matrícula de Honor,UNIVERSIDAD DEL CAUCA",Diciembrede 2015
0002055589,"Matricula de Honor,UNIVERSIDAD DEL CAUCA",Octubrede 2021
0002055589,"Matricula de Honor,UNIVERSIDAD DEL CAUCA",Septiembrede 2019
0002055589,"Media Matricula de Honor,UNIVERSIDAD DEL CAUCA",Febrerode 2020
0002055589,"Matricula de Honor,UNIVERSIDAD DEL CAUCA",Enerode 2021
0002055589,"Matricula de Honor,UNIVERSIDAD DEL CAUCA",Febrerode 2023
0002055589,"Matricula de Honor,UNIVERSIDAD DEL CAUCA",Septiembrede 2022
0001336388,"Matricula de Honor,UNIVERSIDAD DE NARIÑO",Juniode 2003
0001336388,"Matricula de Honor,UNIVERSIDAD DE NARIÑO",Diciembrede 2003
0001336388,"Matricula de Honor,UNIVERSIDAD DE NARIÑO",Diciembrede 2002
0001336388,"Matricula de Honor,UNIVERSIDAD DE NARIÑO",Juniode 2004
0001336388,"Matricula de Honor,UNIVERSIDAD DE NARIÑO",Juniode 2005
0001090054,"Center for research mini-grant, William Paterson University",de 2006
0001090054,"Center for research grant, William Paterson University",de 2007
0001090054,"Outstanding and consistent support of the program's mission and students,Equal opportunity program",de 2004
0001090054,"Oustanding Service to the Equal opportunity program retreat,Equal opportunity program",de 2003
0001090054,"Oustanding dedication to the program mission,Equal opportunity program",de 2004
0001090054,"Teaching assistanship,State University of New York at Binghamton",de 1999
0001090054,"Teaching Assistanship,State University of New York at Binghamton",de 2001
0001090054,"Teaching assistanship,State University of New York at Binghamton",de 2004
0001090054,"Teaching assistanship,State University of New York at Binghamton",de 2003
0001090054,"Teaching assistanship,State University of New York at Binghamton",de 2002
0001090054,"Teaching assistanship,State University of New York at Binghamton",de 2000
0001090054,"Teaching Assistanship,State University of New York at Binghamton",de 1998
0001090054,"Beca Mazda,Fundación Mazda Para El Arte Y La Ciencia",de 1998
0001090054,"Beca de Honor,UNIVERSIDAD DE ANTIOQUIA",de 1996
0001090054,"Beca de Honor,UNIVERSIDAD DE ANTIOQUIA",de 1995
0001090054,"Reconocimiento por el aporte a la Docencia e investigación,CIEN-FCEN Universidad de Antioquia",Abrilde 2019
0001787019,Coautor- Fermin S. V. Bazan,Enerode 2007
0001787019,"Coautores: Alexandre M. Roma, Guenther C. K. Filho, Luis C. C. Santos",Enerode 2014
0000314242,"Resultado Cientifico Destacado. Algoritmos eficientes para la solucion de Problemas de Optimizacion Combinatoria,Agencia de Ciencia y Tecnologia Nucleares, CITMA, Cuba",de 1997
0000114983,"matrícula de honor,UNIVERSIDAD DE ANTIOQUIA",Diciembrede 2016
0001359120,"Tesis Meritoria,UNIVERSIDAD DE NARIÑO",Febrerode 2018
0000860964,"Becas Francisco José de Caldas, modalidad en el exterior, Colciencias, Convocatoria 497.,Ministerio de Ciencia, Tecnología e Innovación",Noviembrede 2009
0000860964,"Clasificación como investigador Junior,UNIVERSIDAD DEL CAUCA",Enerode 2018
0001533511,"CUM LAUDE,UNIVERSIDAD DE ANTIOQUIA",Juliode 2018
0001327410,"Premio Gilberto García Pulgarín AWARD,UNIVERSIDAD DE ANTIOQUIA",Mayode 2019
0001327410,"MAGNA CUM LAUDEN,UNIVERSIDAD DE ANTIOQUIA",Marzode 2020
0001419563,"Matricula de Honor,UNIVERSIDAD DEL CAUCA",Juniode 2007
0001419563,"Olimpiadas Matemáticas Mención de Honor,UNIVERSIDAD DEL CAUCA",Noviembrede 2007
0001419563,"Beca Doctorados  Nacionales,Ministerio de Ciencia, Tecnología e Innovación - Minciencias",Juliode 2014
0001419563,"Joven investigador -COLCIENCIAS,UNIVERSIDAD DEL CAUCA",Juniode 2013
0000885398,"Matícula de Honor,UNIVERSIDAD DEL CAUCA",Diciembrede 2000
0000885398,"Matrícula de Honor,UNIVERSIDAD DEL CAUCA",Diciembrede 1998
0000885398,"Media Matrícula de Honor,UNIVERSIDAD DEL CAUCA",Juniode 2002
0000885398,"Mención de Honor por la excelencia del trabajo de grado ""Invalidation of Network Dynamics"" presentado en la Maestría en Ingeniería,PONTIFICIA UNIVERSIDAD JAVERIANA - PUJ - SEDE CALI",Noviembrede 2012
0000885398,"Beca de apoyo para realización de tesis de maestría,PONTIFICIA UNIVERSIDAD JAVERIANA - PUJ - SEDE CALI",Enerode 2011
0001513182,"Media matricula de honor,UNIVERSIDAD DEL CAUCA",Enerode 2010
0001513182,"Media matricula de honor,UNIVERSIDAD DEL CAUCA",Agostode 2011
0001086413,"Mención de Honor,Comite Organizador Olimpiadas Colombianas de Matemática Universitaria",de 2003
0001086413,"Mención de Honor al Maestro,UNIVERSIDAD DE NARIÑO",Mayode 2012
0000640646,"Mención de honor,CORPORACIÓN UNIVERSITARIA AUTÓNOMA DEL CAUCA",Juliode 2021
0000640646,"Mejor Docente de la Facultad de Ciencias Ambientales y Desarrollo Sostenible 2020,CORPORACIÓN UNIVERSITARIA AUTÓNOMA DEL CAUCA",Mayode 2020
0000640646,"Mejor Docente de la Facultad de Ciencias Ambientales y Desarrollo Sostenible 2019,CORPORACIÓN UNIVERSITARIA AUTÓNOMA DEL CAUCA",Mayode 2019
0001427280,"Mejor Estudiante Básica Secundaria - Octavo Grado,FUNDACION REAL COLEGIO SAN FRANCISCO DE ASIS",Juniode 1999
0001427280,"Primeros Puestos en las áreas del Nucleo Común Pruebas de Estado- Biología y Química 2do puesto,FUNDACION REAL COLEGIO SAN FRANCISCO DE ASIS",Mayode 2002
0001427280,"Concurso de Poesía - Mensión de Honor,FUNDACION REAL COLEGIO SAN FRANCISCO DE ASIS",Abrilde 1998
0001427280,"Excelencia Académica,FUNDACION REAL COLEGIO SAN FRANCISCO DE ASIS",Juniode 2000
0001427280,"Mejor Estudiante del Área de Ciencias - Cuadro de Honor y Medalla Cultural,FUNDACION REAL COLEGIO SAN FRANCISCO DE ASIS",Abrilde 2000
0001427280,"V Olimpiadas Departamentales de Matemática y Física - Tercer Puesto,FUNDACION REAL COLEGIO SAN FRANCISCO DE ASIS",Mayode 1994
0001427280,"Olimpiadas Intercolegiadas de Química - Mención de Honor,Alcaldia Mayor de Popayan",Juniode 2001
0001364900,"Desempeño componente ambiental en unidades productivas de población desplazada en el Departamento del Cauca,Fundación Panamericana para el Desarrollo - FUPAD COLOMBIA",Agostode 2010
0000163405,"Mención de Honor,CORPORACIÓN UNIVERSITARIA AUTÓNOMA DEL CAUCA",Marzode 2017
0000163405,"Generación de un modelo de Transferencia Tecnológica,Corporación Centro de Desarrollo Tecnológico Cluster CreaTIC",Mayode 2018
0001329065,"Research Grant for Study Visit to the Federal Republic of Germany,Servicio Alemán de Intercambio Académifo",Febrerode 2012
0001329065,"Georg Forster Research Fellowship for Experienced Researchers,Alexandeer von Humboldt Fundation",Marzode 2016
0001329065,I Beca de apoyo para a investigaciones sobre mariposas andinas tropicales,de 2007
0001329065,Trabajo Honorífco En el tercer encuentro Nacional de Semilleros de Investigación,de 2000
0001329065,"Beca de ayudas para la investigación entomológica en las universidades Colombianas,Sociedad Colombiana De Entomologia",de 2003
0001329065,"3er puesto en el premio ""Hermano Apolinar Maria"" al mejor trabajo en Ecología,Sociedad Colombiana De Entomologia",de 2005
0001329065,"1er Puesto en el Concurso de Fotografía entomológica ""Luis Felipe Mosquera"",Sociedad Colombiana De Entomologia",de 2008
0001329065,"Beca de ayudas para la investigación entomológica en las universidades Colombianas,Sociedad Colombiana De Entomologia",de 2001
0001329065,"VIII convocatoria. Beca de estudios de tercer ciclo para estudiantes latinoamericanos,Universidad De Alicante",de 2003
0001532543,"2do puesto pruebas de estado a nivel institucional,Institución Educativa Leopoldo Pizarro Gonzalez",Noviembrede 2006
0000002021,"Mención de Honor,CORPORACIÓN UNIVERSITARIA AUTÓNOMA DEL CAUCA",Juniode 2018
0000002021,"Certificación Institucional de Prototipo,CORPORACIÓN UNIVERSITARIA AUTÓNOMA DEL CAUCA",Diciembrede 2020
0000002936,"Media matricula de Honor,UNIVERSIDAD DEL CAUCA",Agostode 2008
0000002936,"Media matricula de Honor,UNIVERSIDAD DEL CAUCA",Febrerode 2009
0000002936,Beca para estudios doctorales- Colciencias,Agostode 2014
0000784885,"II Mejor Poster II Encuentro de Micro y Nanoelectronica,IEEE Colombia - Facultad de Ingenieria, Universidad de los Andes",de 2007
0000784885,"Beca para estudios de posgrado,Centro Latinoamericano De Física",Enerode 2010
0000784885,"Mención Honorífica en Tesis de Maestría,Universidad Autonoma de la Ciudad de México",Juliode 2016
0000784885,"Beca para estudios de posgrado,Consejo Nacional De Ciencia Y Tecnología (Conacyt - México)",Enerode 2010
0000784885,"Indexación de la Revista en Publindex categoria C,Ministerio de Ciencia, Tecnología e Innovación",Diciembrede 2013
0000784885,"Beca para 2010 CASPER Workshop  Harvard- Smithsonian Center for Astrophysics,National Science Foundation",Agostode 2010
0000784885,"Becario CERN -Spanish Teacher Program 2019,Centro Europeo de Investigación Nuclear - CERN",Juliode 2019
0000784885,"Indexación de la Revista en Publindex categoria C Año: 2020,Ministerio de Ciencia, Tecnología e Innovación - Minciencias",Enerode 2020
0000159098,"Mención Honorífica - radicación 0792,CORPORACIÓN UNIVERSITARIA AUTÓNOMA DEL CAUCA",Febrerode 2019
0001416200,"Beca Alianza del Pacífico para Movilidad Doctoral,Alianza del Pacifico",Juliode 2015
0001416200,"Beca para estudios de Doctorado de COLCIENCIAS,Convocatoria 528 de 2011,Ministerio de Ciencia, Tecnología e Innovación",Enerode 2012
0000901644,"TESIS APROBADA,UNIVERSIDAD DEL VALLE",Febrerode 2017
0000901644,"Premio Jorge Bernal a la investigación social,Fundación Confiar",Diciembrede 2020
0000901644,"ANTEPROYECTO DE PREGRADO APROBADO,UNIVERSIDAD DEL VALLE",Abrilde 2021
0000901644,"PROPUESTA DE TESIS APROBADA,UNIVERSIDAD DEL CAUCA",Octubrede 2020
0001604038,"Mejor docente Facultad de Ingeniería,CORPORACIÓN UNIVERSITARIA AUTÓNOMA DEL CAUCA",Juliode 2015
0001536699,"Trabajo de grado con mención honorifica,CORPORACIÓN UNIVERSITARIA AUTÓNOMA DEL CAUCA",Diciembrede 2017
0001536699,"Premio Jonas Rundquist a la innovación,UNIVERSIDAD DEL CAUCA",Septiembrede 2015
0001536699,"Mención Honorifica,CORPORACIÓN UNIVERSITARIA AUTÓNOMA DEL CAUCA",Enerode 2021
0001536699,"Mención Honorifica,CORPORACIÓN UNIVERSITARIA AUTÓNOMA DEL CAUCA",Enerode 2020
0001536699,"Mención Honorifica ,CORPORACIÓN UNIVERSITARIA AUTÓNOMA DEL CAUCA",Abrilde 2019
0001350871,Beneficiaria de la convocatoria 567 de Colciencias para estudios de Doctorado Nacional,Septiembrede 2012
0001350871,Ganadora convocatoria Inserción de Doctores 05-2016,Mayode 2016
0001350871,"Tesis de Doctorado Meritoria,UNIVERSIDAD DE CALDAS",Diciembrede 2014
0000713295,"Premios ACOFI 2020. Categoría trabajo de los estudiantes(Semillero SIMD),Asociación Colombiana De Facultades De Ingeniería - Acofi",Septiembrede 2020
0000713295,"Premios ACOFI 2021 - Categoría Trabajos sobre enseñanza de la ingeniería,Asociación Colombiana De Facultades De Ingeniería - Acofi",Septiembrede 2021
0000713295,"Mención de Honor,CORPORACIÓN UNIVERSITARIA AUTÓNOMA DEL CAUCA",Diciembrede 2019
0000713295,"Galardón Egresado Distinguido UNIMAYOR - Categoría Producción intelectual e investigativa,Colegio Mayor Del Cauca - Institución Universitaria",Noviembrede 2020
0000713295,"Premios ACOFI 2020. Categoría Inteligencia Emocional,Asociación Colombiana De Facultades De Ingeniería - Acofi",Septiembrede 2020
0000713295,"Premios ACOFI 2018. Categoría trabajo de los estudiantes(Semillero SIMD),Asociación Colombiana De Facultades De Ingeniería - Acofi",Septiembrede 2018
0000713295,"Trayectoria de Excelencia 2019. Categoría Estudiante de Maestría,Universidad Cuauhtémoc Aguascalientes",Octubrede 2019
0001019589,"Investigador en el Marco de la Convocatoria Programa Jóvenes Investigadores e Innovadores (Modalidad Regional),Ministerio de Ciencia, Tecnología e Innovación",de 2007
0001524360,"Certificado de Reconocimiento por loable labor como educador en el área de Desarrollo de Software y dedicación en entrenamiento de competidores,Servicio Nacional De Aprendizaje Sede Popayan",Agostode 2017
0001524360,"Desafío Smart School SAMSUMG - TERCER PUESTO,UNIVERSIDAD DEL CAUCA",Febrerode 2017
0001524360,"Mención Honorífica,CORPORACIÓN UNIVERSITARIA AUTÓNOMA DEL CAUCA",Septiembrede 2020
0000349143,"Docente Más Estricto,CORPORACIÓN  UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA",Marzode 2008
0000349143,"Docente Más Conciliador,CORPORACIÓN  UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA",Marzode 2008
0000349143,"Mejor Estudiante Universitario,UNIVERSIDAD DEL CAUCA",Febrerode 2001
0000863041,"medalla del fundador en la orden de gran colaborador,Corporacion UCICA",Marzode 1994
0000863041,"mencion de honor- IX ENCUENTRO DE LA RED NODAL DE SEMILLEROS DE INVESTIGACION DEL CAUCAx,Red COLSI nodo Cauca",Mayode 2010
0000863041,"Trabajo considerado vital apoyo para el proceso de crecimiento intelectual, social y competitivo para el desarrollo de la región,CORPORACION PARQUE TECNOLOGICO DE INNOVACION TECNICAFE",Septiembrede 2017
0000863041,"Distinción unicomfacauca docente investigador,CORPORACIÓN  UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA",Diciembrede 2018
0000863041,"MENCION DE HONOR - TRABAJO MERITORIO DADAS LAS CONDICIONES DE REALIZACION,CORPORACIÓN  UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA",Octubrede 2017
0000863041,"Trabajo considerado vital para el proceso de crecimiento intelectual, social y comptetitivo para el desarrollo de la región,USAID-Agencia de Estados Unidos para el Desarrollo Internacional",Septiembrede 2017
0000863041,"MENCION DE HONOR AL MERITO ACADEMICO,CORPORACIÓN UNIVERSITARIA AUTÓNOMA DEL CAUCA",Noviembrede 2005
0000863041,"mencion de honor como reconocimiento por la creacion de la catedra UNESCO de paramos en la FUP,FUNDACION UNIVERSITARIA DE POPAYAN",Agostode 2002
0001704496,"Mención meritoria. Reconocimiento a los mejores trabajos de grado-Universidad del Valle,UNIVERSIDAD DEL VALLE",Noviembrede 2012
0001704496,"Estímulos Académicos por alta rendimiento académico ,UNIVERSIDAD DEL VALLE",Abrilde 2010
0001354283,Tesis meritoria,Enerode 2009
0001354283,Estímulo Académico,Enerode 2009
0001354283,Beca Doctoral Convocatoria Minciencias 647,Enerode 2015
0001372923,"BECA JÓVENES INVESTIGADORES E INNOVADORES DE COLCIENCIAS,Universidad Nacional de Colombia - COLCIENCIAS",Mayode 2012
0001372923,"BECA MONITORÍA ACADÉMICA MAESTRÍA EN INGENIERÍA AMB,Universidad Nacional de Colombia - Sede Palmira",Agostode 2014
0001372923,"BECA JÓVENES INVESTIGADORES E INNOVADORES DE COLCIENCIAS ,Universidad Nacional de Colombia - COLCIENCIAS",Septiembrede 2010
0001372923,"BECA ESTUDIANTE SOBRESALIENTE MAESTRÍA EN INGENIERÍA AMBIENTAL,Universidad Nacional de Colombia - Sede Palmira",Febrerode 2013
0001372923,"BECA GENTE PILA,Fundación Coomeva",Diciembrede 2011
0001372923,"DOCENTE INTEGRAL DEL PROGRAMA TECNOLOGÍA AGROAMBIENTAL,Unicomfaucauca",Noviembrede 2017
0001372923,"MATRICULA DE HONOR MEJOR ESTUDIANTE MAESTRIA EN INGENIERIA AMBIENTAL ,Universidad Nacional de Colombia - Sede Palmira",Febrerode 2012
0001372923,"PREMIO A LA EXCELENCIA DEL SECTOR EDUCATIVO DEL DEPARTAMENTO DEL CAUCA,Departamento del Cauca",Diciembrede 2022
0001372923,"BECA EXENCIÓN DE MATRÍCULA DOCTORADO EN CIENCIAS AMBIENTALES,UNIVERSIDAD DEL VALLE - SEDE CALI",Marzode 2021
0001372923,"BECA EXENCION MATRICULA DOCTORADO EN CIENCIAS AMBIENTALES,UNIVERSIDAD DEL VALLE - SEDE CALI",Octubrede 2021
